movie_id,title,content_type,genre_primary,genre_secondary,release_year,duration_minutes,rating,language,country_of_origin,imdb_rating,production_budget,box_office_revenue,number_of_seasons,number_of_episodes,is_netflix_original,added_to_platform,content_warning
movie_0623,Family Day,Stand-up Comedy,Family,,2013,54,PG,English,USA,9.3,,,,,FALSE,08-08-2023,FALSE
movie_0624,Mystery Mystery,Movie,Romance,Sport,2015,101,G,English,USA,5.7,5694534,169216899,,,TRUE,11-03-2021,FALSE
movie_0625,Day Night,Movie,Documentary,,2003,105,TV-Y,English,USA,,,,,,FALSE,13-10-2021,FALSE
movie_0626,Journey Mystery,Movie,Western,,2009,21,NC-17,English,South Korea,5.3,350706,146051,,,FALSE,18-03-2025,FALSE
movie_0627,Love Legend,Movie,Western,,2018,121,NC-17,English,Germany,6.5,2533936,45685991,,,FALSE,29-12-2024,FALSE
movie_0628,Phoenix Story,TV Series,Music,,2010,45,TV-14,English,Canada,8,,,13,170,FALSE,11-04-2024,FALSE
movie_0629,Adventure Secret,Documentary,Adventure,,1999,104,TV-MA,Japanese,USA,8.2,,,,,TRUE,14-11-2023,FALSE
movie_0630,War Secret,Documentary,Sport,War,2024,56,TV-G,Japanese,USA,,,,,,TRUE,15-04-2024,FALSE
movie_0631,Warrior Kingdom,Movie,War,War,2003,81,TV-PG,English,South Korea,4.8,19341025,120445111,,,FALSE,26-11-2022,FALSE
movie_0632,Day Dragon,Movie,Adventure,,2004,89,G,French,Germany,6.4,220840,,,,TRUE,20-11-2020,FALSE
movie_0633,Warrior Ice,TV Series,Biography,History,2000,43,TV-G,English,USA,6.6,,,6,29,TRUE,15-09-2020,FALSE
movie_0634,War Phoenix,Stand-up Comedy,Action,,1997,74,TV-MA,English,Germany,8,,,,,FALSE,20-04-2022,TRUE
movie_0635,Dream Family,TV Series,Comedy,,1995,30,TV-Y7,French,South Korea,4.8,,,,172,FALSE,29-05-2023,FALSE
movie_0636,Last Mission,Stand-up Comedy,Music,,2009,51,TV-MA,English,USA,,,,,,TRUE,23-01-2023,FALSE
movie_0637,Old Battle,TV Series,Family,History,2006,58,TV-MA,English,USA,5.5,,,1,83,TRUE,03-10-2021,FALSE
movie_0638,Quest Family,TV Series,Romance,,2001,65,G,English,USA,6.1,,,8,25,FALSE,16-05-2024,FALSE
movie_0639,Quest Fire,Limited Series,Sport,War,1996,68,TV-Y7,English,Canada,4.8,,,11,37,TRUE,03-05-2021,FALSE
movie_0640,Warrior Legend,Movie,Horror,,2002,88,TV-MA,Korean,India,6.1,23331183,,,,FALSE,28-02-2023,TRUE
movie_0641,First Dream,TV Series,Thriller,Thriller,2023,62,R,English,USA,10,,,12,54,TRUE,29-01-2025,FALSE
movie_0642,Hero Dragon,Limited Series,Romance,,2011,20,TV-14,Italian,Canada,,,,3,37,TRUE,26-04-2021,TRUE
movie_0643,Fire Phoenix,TV Series,Drama,,2018,45,TV-Y7,Japanese,South Korea,5.3,,,11,91,FALSE,07-09-2020,TRUE
movie_0644,Kingdom Hero,TV Series,Mystery,,2010,24,NC-17,Italian,South Korea,6.2,,,5,197,FALSE,13-12-2021,FALSE
movie_0645,Last Secret,Stand-up Comedy,Adventure,Mystery,1991,62,TV-G,Korean,France,1.8,,,,,TRUE,07-11-2022,TRUE
movie_0646,King Adventure,Movie,Fantasy,,2015,104,TV-MA,English,France,7.5,2435028,296405,,,TRUE,09-09-2021,FALSE
movie_0647,Story Journey,Movie,Music,,2010,159,TV-Y7,French,France,8.2,12844095,34444993,,,FALSE,30-10-2020,FALSE
movie_0648,An Ice,Movie,Horror,,2012,138,TV-Y7,English,USA,4.9,,,,,TRUE,17-12-2020,FALSE
movie_0649,King Battle,TV Series,War,Sport,2014,52,TV-Y7,Spanish,UK,,,,6,45,FALSE,22-02-2023,FALSE
movie_0650,First Kingdom,Movie,Adventure,,2020,99,TV-G,English,USA,5.2,182524033,3132808,,,FALSE,28-11-2022,FALSE
movie_0651,Phoenix Day,Movie,Documentary,Action,2019,114,R,English,USA,4.1,386155,51575130,,,FALSE,29-02-2024,TRUE
movie_0652,Our Night,Movie,History,,2015,102,TV-MA,English,USA,10,14939487,21771252,,,FALSE,15-10-2024,TRUE
movie_0653,House Story,Stand-up Comedy,Music,Sci-Fi,1993,334,TV-Y,English,South Korea,5,,,,,FALSE,05-06-2025,FALSE
movie_0654,Adventure Legend,Stand-up Comedy,Drama,Romance,2011,67,TV-Y,English,USA,6.5,,,,,FALSE,09-12-2022,FALSE
movie_0655,Hero Kingdom,Movie,Fantasy,Adventure,1995,166,TV-Y,English,USA,7.5,1537325,14483384,,,TRUE,10-11-2022,FALSE
movie_0656,Phoenix Ice,TV Series,Animation,,2024,63,R,English,USA,4.9,,,6,132,TRUE,17-03-2025,TRUE
movie_0657,Battle Queen,Limited Series,Romance,,2014,52,TV-14,English,South Korea,6.5,,,14,178,TRUE,04-08-2024,FALSE
movie_0658,Empire Love,TV Series,Mystery,,2010,51,R,Japanese,USA,,,,5,58,FALSE,05-09-2023,TRUE
movie_0659,Little Night,TV Series,Sci-Fi,,2009,40,TV-14,English,USA,,,,3,171,TRUE,01-06-2025,FALSE
movie_0660,Fire Secret,Movie,Adventure,,1990,121,PG-13,English,South Korea,8.6,,3300259,,,TRUE,04-12-2023,FALSE
movie_0661,House Night,Limited Series,Horror,,1992,58,NC-17,English,South Korea,6.5,,,3,162,TRUE,22-04-2021,TRUE
movie_0662,Bright Family,Movie,Documentary,,1997,65,TV-MA,English,USA,7.9,10706001,1631334,,,FALSE,13-09-2020,FALSE
movie_0663,Phoenix Legend,Limited Series,Biography,,2008,32,G,English,South Korea,6.5,,,,23,TRUE,16-05-2025,FALSE
movie_0664,An Princess,Movie,History,Horror,2020,107,TV-G,English,USA,6.5,65169386,16858783,,,FALSE,23-08-2021,FALSE
movie_0665,Legend Dragon,Movie,Biography,Adventure,2009,136,TV-MA,French,South Korea,8.7,8291129,10411548,,,TRUE,13-09-2020,FALSE
movie_0666,Day City,Documentary,Adventure,,2014,110,R,English,India,9.6,,,,,FALSE,06-04-2025,FALSE
movie_0667,Empire Story,Movie,Sci-Fi,,1995,143,TV-G,English,USA,6.7,94034621,38879782,,,FALSE,06-03-2023,FALSE
movie_0668,Day Journey,Movie,Crime,,2013,50,TV-PG,Korean,South Korea,3.1,5519943,,,,TRUE,22-02-2022,FALSE
movie_0669,Dark Phoenix,TV Series,Biography,,2012,56,PG-13,English,France,6.8,,,3,123,FALSE,10-11-2023,FALSE
movie_0670,Phoenix Queen,Documentary,Drama,,2007,72,TV-14,English,India,6.9,,,,,FALSE,23-11-2021,FALSE
movie_0671,War Storm,TV Series,Animation,,2006,57,TV-Y,Hindi,USA,6.4,,,9,180,FALSE,25-10-2022,FALSE
movie_0672,Kingdom Dream,Movie,Biography,,2011,152,PG-13,French,Canada,5.6,68373,5231163,,,FALSE,26-03-2023,FALSE
movie_0673,Fire Hero,Documentary,Fantasy,,2004,141,TV-14,Spanish,UK,8.3,,,,,FALSE,24-04-2024,FALSE
movie_0674,Storm Night,TV Series,Adventure,Documentary,1997,77,TV-Y,Italian,India,7.1,,,2,26,FALSE,01-12-2022,FALSE
movie_0675,Phoenix Princess,TV Series,Action,,2019,76,NC-17,German,USA,6.3,,,,73,TRUE,11-08-2021,TRUE
movie_0676,Dream Hero,Movie,Adventure,Adventure,2004,174,TV-Y7,English,France,9,416301,268961079,,,TRUE,04-02-2024,FALSE
movie_0677,Legend Journey,Stand-up Comedy,Adventure,Crime,1991,74,TV-MA,Italian,UK,7.7,,,,,FALSE,03-03-2021,FALSE
movie_0678,Secret Legend,Documentary,Documentary,Family,2005,97,TV-Y7,French,USA,,,,,,FALSE,25-06-2023,FALSE
movie_0679,Dark Dragon,Documentary,Horror,,2015,87,TV-G,English,South Korea,5.2,,,,,FALSE,10-03-2024,FALSE
movie_0680,Battle Dream,Movie,Thriller,,2007,128,TV-14,French,USA,7.5,846327,36844960,,,TRUE,20-07-2024,FALSE
movie_0681,A Family,Stand-up Comedy,Thriller,,2015,27,PG,Spanish,Canada,7.4,,,,,FALSE,08-11-2024,FALSE
movie_0682,Old Queen,Movie,Romance,,2013,111,G,English,South Korea,,2615689,,,,TRUE,11-11-2020,TRUE
movie_0683,Little Dream,Limited Series,Animation,Documentary,1998,61,TV-Y7,English,USA,3.7,,,7,120,TRUE,08-07-2024,TRUE
movie_0684,Dragon Mission,Movie,War,Fantasy,1997,137,TV-G,English,USA,4.6,4450850,,,,FALSE,30-01-2021,FALSE
movie_0685,Family Mystery,Stand-up Comedy,Romance,,1999,522,TV-G,Korean,USA,5.9,,,,,FALSE,14-12-2024,FALSE
movie_0686,Night Princess,TV Series,History,War,1998,12,TV-14,English,Canada,6.4,,,11,41,FALSE,21-09-2022,FALSE
movie_0687,Adventure Warrior,TV Series,Crime,,2014,47,TV-PG,English,USA,8.4,,,2,57,FALSE,25-10-2021,TRUE
movie_0688,Battle Storm,Movie,Animation,,2024,103,TV-Y,English,South Korea,4.8,2676591,,,,FALSE,11-07-2025,FALSE
movie_0689,City Story,Movie,Western,Drama,2006,97,TV-Y,English,Germany,,,,,,FALSE,01-10-2022,TRUE
movie_0690,Secret Family,Documentary,Romance,,1990,100,TV-Y,Hindi,France,5.4,,,,,TRUE,22-11-2022,FALSE
movie_0691,Dream Adventure,Movie,Fantasy,,2014,106,TV-PG,English,South Korea,6.4,6586991,23899749,,,FALSE,05-01-2025,FALSE
movie_0692,Little Phoenix,Movie,Fantasy,,2002,83,PG-13,English,Germany,6.6,154356219,,,,FALSE,15-02-2023,FALSE
movie_0693,Storm Kingdom,Movie,Crime,,2016,149,G,Spanish,USA,,,,,,TRUE,10-09-2023,TRUE
movie_0694,Kingdom Day,Movie,Action,,1996,89,PG,English,UK,5.9,6072218,37239804,,,FALSE,14-01-2023,FALSE
movie_0695,Storm Journey,TV Series,Mystery,,2013,52,PG,Korean,India,6.6,,,10,89,FALSE,15-02-2021,FALSE
movie_0696,House Empire,Limited Series,Biography,,2010,54,G,Korean,USA,7.2,,,10,174,FALSE,19-08-2023,FALSE
movie_0697,Journey Fire,TV Series,Music,,2015,38,TV-MA,Italian,South Korea,4,,,5,65,FALSE,15-08-2020,FALSE
movie_0698,A Adventure,Movie,Western,Romance,2018,126,R,English,USA,4.7,4641680,26325930,,,FALSE,21-06-2023,FALSE
movie_0699,Our King,TV Series,Western,Family,2007,22,PG,English,Canada,8,,,4,151,FALSE,22-07-2022,FALSE
movie_0700,A Secret,Movie,Biography,,1995,94,G,English,USA,6.3,1080214,26058332,,,TRUE,09-04-2024,FALSE
movie_0701,Adventure Mission,Limited Series,Animation,History,2012,74,NC-17,Hindi,Canada,4.9,,,2,197,FALSE,08-05-2024,FALSE
movie_0702,Mystery Legend,Movie,Fantasy,,2007,87,TV-MA,German,UK,,55259167,210763420,,,FALSE,30-09-2021,FALSE
movie_0703,Mystery Legend,Movie,History,,1993,128,R,English,Germany,5.6,9853801,58384599,,,TRUE,01-12-2023,TRUE
movie_0704,Dark Mystery,Movie,Western,,2000,144,PG,English,USA,,1579910,,,,FALSE,06-11-2024,FALSE
movie_0705,House Secret,Stand-up Comedy,Romance,,2022,61,PG-13,Hindi,USA,,,,,,FALSE,08-03-2025,FALSE
movie_0706,New City,Movie,Drama,Mystery,2011,72,TV-PG,English,USA,6.4,602601,,,,FALSE,05-03-2021,TRUE
movie_0707,Fire Warrior,TV Series,Romance,,2003,29,R,Korean,India,2.6,,,3,143,TRUE,16-08-2022,FALSE
movie_0708,My Love,Movie,Music,,2012,134,PG,English,USA,,999917,93806,,,TRUE,17-04-2022,FALSE
movie_0709,Kingdom Princess,Movie,Sci-Fi,,2011,109,TV-PG,English,UK,,,250370,,,FALSE,06-10-2022,FALSE
movie_0710,Little Warrior,Movie,Sci-Fi,,2002,104,TV-MA,French,USA,8.7,1185845,80728679,,,FALSE,02-03-2024,FALSE
movie_0711,Empire Kingdom,Movie,Drama,Thriller,1963,92,G,German,Japan,7.7,3853848,,,,FALSE,25-11-2023,FALSE
movie_0712,A Day,Movie,Family,,1994,28,G,Spanish,Canada,,319285,,,,TRUE,22-11-2023,TRUE
movie_0713,Princess Quest,Movie,War,,1992,103,TV-MA,Spanish,Canada,,,16977476,,,TRUE,02-05-2024,TRUE
movie_0714,House Dream,Limited Series,Adventure,Fantasy,2002,47,PG,English,USA,7,,,7,108,FALSE,18-11-2023,TRUE
movie_0715,City Mystery,Movie,Horror,,2002,116,PG-13,English,USA,5.6,2496199,5147384,,,FALSE,07-11-2024,FALSE
movie_0716,Love Battle,Stand-up Comedy,War,,2022,91,R,English,Germany,4.4,,,,,FALSE,15-10-2020,TRUE
movie_0717,Queen Legend,TV Series,Sport,,1995,40,TV-Y,French,UK,5.1,,,14,147,FALSE,17-10-2023,FALSE
movie_0718,Mystery Dream,TV Series,Sci-Fi,,2018,35,TV-MA,French,USA,7,,,7,66,FALSE,22-04-2025,FALSE
movie_0719,Warrior Dream,Movie,Sci-Fi,Drama,1991,99,NC-17,English,Germany,,,516398028,,,FALSE,16-10-2023,FALSE
movie_0720,Legend War,Stand-up Comedy,Western,History,2007,80,PG-13,English,USA,6.5,,,,,TRUE,07-11-2023,FALSE
movie_0721,Dream Dream,TV Series,Horror,,2022,37,TV-Y,French,USA,5.9,,,6,67,FALSE,23-06-2024,FALSE
movie_0722,Battle Mission,TV Series,Romance,,2024,15,TV-MA,Japanese,USA,5.6,,,3,185,TRUE,13-07-2022,FALSE
movie_0723,House Day,Documentary,Thriller,,2000,128,TV-MA,Hindi,UK,8,,,,,FALSE,25-02-2025,FALSE
movie_0724,War Story,TV Series,War,,2017,26,NC-17,English,USA,8,,,6,93,FALSE,24-01-2022,FALSE
movie_0725,Old King,Documentary,Music,,2018,110,TV-G,Italian,USA,8.1,,,,,FALSE,20-03-2021,FALSE
movie_0726,The Mystery,Movie,Action,,2021,13,PG-13,Korean,South Korea,,,,,,FALSE,12-01-2021,TRUE
movie_0727,Last Journey,TV Series,Western,,2003,41,TV-Y,English,UK,8.2,,,1,88,FALSE,22-11-2021,FALSE
movie_0728,Phoenix Day,Stand-up Comedy,Crime,,1998,89,TV-Y7,English,UK,7.6,,,,,FALSE,11-04-2025,FALSE
movie_0729,Big Mission,Limited Series,Sci-Fi,Thriller,2011,47,PG-13,English,Canada,7.4,,,5,109,TRUE,03-02-2022,FALSE
movie_0730,Adventure Fire,Documentary,Comedy,,2000,91,R,Spanish,France,5.1,,,,,FALSE,19-01-2025,FALSE
movie_0731,House Mission,Movie,Documentary,,1998,123,TV-Y,English,Canada,8.6,821338,2563997,,,TRUE,27-10-2024,FALSE
movie_0732,Legend Ice,Stand-up Comedy,Mystery,,2000,35,TV-PG,English,USA,6,,,,,TRUE,18-03-2021,FALSE
movie_0733,Story Love,Movie,Animation,Action,1992,121,TV-PG,English,USA,7.2,1205813,359088664,,,FALSE,24-08-2024,FALSE
movie_0734,Queen Warrior,TV Series,Adventure,,2017,62,TV-Y7,English,Canada,6.5,,,3,64,FALSE,15-08-2024,FALSE
movie_0735,Princess Hero,Documentary,Fantasy,Biography,2001,107,PG,German,USA,9.2,,,,,FALSE,01-04-2024,TRUE
movie_0736,Mystery Legend,Stand-up Comedy,Music,,2004,69,PG,German,Germany,6.3,,,,,FALSE,09-09-2021,TRUE
movie_0737,Legend Love,Movie,Comedy,,2024,117,TV-Y7,Spanish,USA,6.3,3778470,57571931,,,FALSE,31-05-2021,FALSE
movie_0738,Mission Storm,Movie,Animation,,2020,107,TV-G,English,USA,,5259672,10814474,,,FALSE,07-01-2025,TRUE
movie_0739,Love Warrior,Movie,Action,,2020,121,NC-17,Japanese,UK,7.1,3121206,3827361,,,TRUE,14-11-2024,FALSE
movie_0740,City Mystery,Movie,Animation,,2011,119,PG,German,USA,5.5,1882096,,,,FALSE,31-07-2023,FALSE
movie_0741,Our Love,Movie,Mystery,,1992,131,G,English,UK,4.1,1703864,2238705,,,FALSE,08-04-2023,FALSE
movie_0742,Battle City,Movie,Thriller,,2009,117,TV-MA,English,USA,6.3,4127966,782958,,,FALSE,16-10-2024,FALSE
movie_0743,Phoenix City,Documentary,Documentary,,2015,68,PG,Korean,Japan,8.1,,,,,TRUE,29-05-2023,FALSE
movie_0744,A Adventure,Stand-up Comedy,Documentary,,1994,49,G,English,South Korea,,,,,,FALSE,19-04-2022,FALSE
movie_0745,Warrior Mystery,TV Series,Music,Animation,2000,54,TV-MA,English,USA,,,,,157,FALSE,29-04-2025,TRUE
movie_0746,Fire Journey,Movie,Music,,1995,82,TV-MA,Hindi,USA,0.8,954741,,,,FALSE,09-03-2025,FALSE
movie_0747,Last King,Movie,Biography,,2000,120,PG,Japanese,South Korea,9.3,,,,,FALSE,21-04-2023,FALSE
movie_0748,War Love,Documentary,Western,Sci-Fi,2020,90,TV-PG,Italian,South Korea,4.6,,,,,TRUE,21-12-2024,FALSE
movie_0749,Queen Princess,TV Series,Documentary,Horror,2016,32,TV-Y,English,USA,6.1,,,14,155,FALSE,17-03-2022,FALSE
movie_0750,City Dream,TV Series,History,Romance,2021,17,TV-Y,English,USA,5.1,,,9,97,TRUE,03-03-2024,FALSE
movie_0751,City Secret,Movie,Animation,,1997,120,TV-MA,German,UK,4.8,19469161,,,,FALSE,29-12-2024,FALSE
movie_0752,House Story,Movie,Horror,Sci-Fi,2014,98,PG-13,English,USA,4.6,,379710483,,,TRUE,28-12-2021,FALSE
movie_0753,Kingdom Fire,Movie,Action,,2002,522,PG,English,USA,4.7,3194690,33685913,,,TRUE,26-12-2021,TRUE
movie_0754,Kingdom Princess,TV Series,Western,Music,2002,38,PG-13,Hindi,USA,,,,3,94,FALSE,08-08-2021,FALSE
movie_0755,Adventure Princess,TV Series,Action,,2005,67,TV-Y7,English,UK,3.7,,,14,35,TRUE,13-06-2022,FALSE
movie_0756,Dark Day,Documentary,Fantasy,Horror,2002,105,PG,Spanish,UK,5.9,,,,,TRUE,06-07-2025,FALSE
movie_0757,Old Night,Movie,War,,1994,128,TV-Y,Korean,South Korea,6.2,1188048,1810400,,,FALSE,27-06-2022,FALSE
movie_0758,Quest Mystery,Documentary,Sport,Thriller,2006,124,PG-13,English,USA,7.7,,,,,TRUE,11-08-2023,FALSE
movie_0759,Legend King,Documentary,Action,Sci-Fi,2012,75,PG-13,Spanish,South Korea,8.1,,,,,FALSE,10-02-2025,FALSE
movie_0760,Empire Love,TV Series,Sci-Fi,,2021,43,TV-Y7,English,Japan,7.1,,,8,197,TRUE,23-09-2024,TRUE
movie_0761,Dragon Day,Movie,Sport,,2005,88,PG,Korean,USA,9.5,1505916,,,,TRUE,16-06-2025,FALSE
movie_0762,A Mystery,Movie,Family,Western,1997,105,R,English,Japan,7.8,2121696,,,,TRUE,23-09-2021,FALSE
movie_0763,My Dragon,Movie,Comedy,Family,2007,93,TV-PG,Japanese,France,9.2,958475,1245159,,,FALSE,22-05-2023,TRUE
movie_0764,House Day,Documentary,Biography,History,2011,82,TV-14,English,USA,,,,,,TRUE,31-01-2024,TRUE
movie_0765,War Phoenix,TV Series,Documentary,,2003,439,TV-Y,German,USA,,,,7,6,FALSE,12-05-2021,FALSE
movie_0766,Mission Empire,Movie,Fantasy,,2000,131,TV-Y7,English,UK,8.4,195174,,,,TRUE,01-04-2021,TRUE
movie_0767,Old Fire,Movie,Mystery,,2007,94,TV-14,English,USA,6.9,1521182,,,,FALSE,27-07-2023,FALSE
movie_0768,Hero Secret,Stand-up Comedy,Biography,Music,2007,60,PG,Hindi,UK,,,,,,FALSE,26-02-2024,TRUE
movie_0769,King Day,Movie,Music,,2016,129,TV-Y7,English,Canada,7.7,,59950273,,,FALSE,24-06-2024,FALSE
movie_0770,Kingdom Dream,Limited Series,Family,Drama,2008,30,TV-G,English,USA,5.9,,,8,90,FALSE,27-09-2022,FALSE
movie_0771,First Quest,Stand-up Comedy,Horror,,1992,30,NC-17,English,USA,7.2,,,,,FALSE,26-07-2024,FALSE
movie_0772,The Story,Documentary,Thriller,Fantasy,2012,101,PG-13,English,France,5.5,,,,,TRUE,03-09-2023,FALSE
movie_0773,Dragon Princess,TV Series,Mystery,,2022,42,G,English,USA,8.8,,,3,191,FALSE,10-12-2022,FALSE
movie_0774,War Adventure,Movie,War,,2015,105,TV-PG,English,USA,7.4,39546152,334149698,,,FALSE,29-12-2020,FALSE
movie_0775,An Empire,Movie,Biography,,2002,137,TV-Y7,English,South Korea,,,289539,,,FALSE,13-04-2025,FALSE
movie_0776,My Quest,TV Series,Sport,Sci-Fi,2016,38,TV-PG,English,USA,8.6,,,6,90,FALSE,09-12-2023,FALSE
movie_0777,House Dragon,Movie,Comedy,Drama,2018,73,TV-Y,English,USA,6.7,,,,,TRUE,30-11-2023,FALSE
movie_0778,Princess House,TV Series,History,Crime,2012,61,PG-13,English,India,,,,,15,FALSE,18-07-2025,FALSE
movie_0779,New Family,Stand-up Comedy,Family,Family,2023,70,TV-MA,English,South Korea,7,,,,,FALSE,14-12-2022,FALSE
movie_0780,Dream Warrior,Movie,Romance,Action,1998,93,TV-Y,Spanish,USA,10,1359172,2925013,,,FALSE,09-07-2022,FALSE
movie_0781,First House,Documentary,War,,2003,86,TV-14,English,UK,1.7,,,,,TRUE,14-06-2021,FALSE
movie_0782,Last Princess,Movie,Crime,,2020,98,R,Hindi,France,8,,131032034,,,TRUE,21-12-2023,TRUE
movie_0783,Love Journey,Movie,Horror,Animation,2015,109,TV-G,Hindi,USA,7.9,23460063,256361930,,,FALSE,08-01-2025,FALSE
movie_0784,Kingdom Kingdom,Movie,Adventure,,2003,111,G,German,Canada,3,,,,,FALSE,02-01-2025,FALSE
movie_0785,Dragon Family,TV Series,Adventure,Western,1993,46,TV-Y7,English,USA,6.8,,,7,101,TRUE,01-08-2025,FALSE
movie_0786,War House,Stand-up Comedy,Comedy,,2017,82,PG-13,German,France,6.4,,,,,TRUE,08-06-2025,FALSE
movie_0787,An Family,Movie,Animation,,1999,11,TV-PG,Italian,USA,6.5,,3662515,,,FALSE,08-02-2024,FALSE
movie_0788,Day Warrior,Stand-up Comedy,Documentary,Animation,2024,44,TV-Y7,Spanish,South Korea,6,,,,,TRUE,10-10-2021,FALSE
movie_0789,Adventure Quest,Movie,Action,Drama,1996,123,PG,Hindi,UK,5.2,1252871,1563002,,,FALSE,08-02-2025,FALSE
movie_0790,An Night,Documentary,War,Animation,2020,131,TV-Y,English,USA,7.1,,,,,FALSE,22-01-2025,FALSE
movie_0791,City Fire,TV Series,Documentary,,2023,36,PG,English,Canada,6.1,,,3,144,FALSE,06-05-2021,FALSE
movie_0792,Princess King,Movie,Biography,,1998,146,TV-PG,English,Japan,6.8,2068155,57012483,,,FALSE,10-06-2025,FALSE
movie_0793,Bright Secret,TV Series,Sport,,2022,36,TV-Y7,Spanish,USA,6,,,4,69,TRUE,17-11-2022,FALSE
movie_0794,Warrior War,Movie,Sport,,1991,102,TV-PG,English,Japan,,5565586,16023137,,,FALSE,20-10-2022,TRUE
movie_0795,Big Fire,Movie,Documentary,,1993,89,TV-Y7,Spanish,USA,5,52194839,10221506,,,FALSE,09-12-2020,FALSE
movie_0796,Bright Mystery,Movie,War,Documentary,1999,140,TV-14,English,USA,,301637,12090436,,,TRUE,13-12-2022,FALSE
movie_0797,Fire Night,TV Series,Animation,,1990,29,TV-MA,Spanish,USA,6.6,,,9,90,TRUE,06-06-2021,FALSE
movie_0798,Queen Adventure,Movie,Adventure,Comedy,2019,108,TV-PG,English,France,5.5,6555080,,,,FALSE,25-08-2023,FALSE
movie_0799,Fire Secret,TV Series,Crime,,1992,39,TV-PG,English,USA,8.3,,,11,163,TRUE,11-03-2023,FALSE
movie_0800,House Fire,Stand-up Comedy,Horror,,1990,63,TV-PG,English,USA,0.8,,,,,FALSE,18-08-2021,FALSE
movie_0801,House Legend,Limited Series,Thriller,War,2022,83,TV-MA,English,USA,6.3,,,12,22,TRUE,11-04-2025,FALSE
movie_0802,Day Dragon,TV Series,Adventure,,2006,45,G,French,South Korea,6.2,,,2,174,FALSE,13-03-2021,FALSE
movie_0803,Story Mystery,Stand-up Comedy,Action,,2004,79,TV-Y,Japanese,Japan,,,,,,FALSE,13-07-2022,FALSE
movie_0804,Battle Queen,Movie,Mystery,,2000,118,TV-Y,English,UK,7,,,,,FALSE,22-01-2025,FALSE
movie_0805,Family Kingdom,Stand-up Comedy,Action,Adventure,1990,70,NC-17,English,France,2.9,,,,,TRUE,23-11-2024,FALSE
movie_0806,Dream Love,TV Series,Mystery,,2014,31,TV-Y7,English,USA,,,,3,113,TRUE,25-01-2022,FALSE
movie_0807,Mystery Quest,Movie,Sci-Fi,,2017,110,TV-G,English,UK,7.2,,1333829,,,FALSE,02-12-2024,FALSE
movie_0808,Ice Storm,TV Series,Fantasy,,2006,42,TV-G,Japanese,USA,8.4,,,7,159,FALSE,12-04-2025,FALSE
movie_0809,Kingdom Dragon,Stand-up Comedy,Music,,2009,69,TV-14,Korean,USA,6.3,,,,,FALSE,08-08-2020,FALSE
movie_0810,Love Battle,Movie,Documentary,,2001,94,TV-Y,English,UK,7.5,2350232,,,,FALSE,09-05-2024,FALSE
movie_0811,Battle King,TV Series,Thriller,Drama,1998,22,TV-MA,English,Canada,5.2,,,13,177,TRUE,24-11-2020,FALSE
movie_0812,Quest Night,Documentary,Music,Action,1992,98,R,English,USA,,,,,,FALSE,20-07-2021,FALSE
movie_0813,Secret Night,Movie,Documentary,Drama,2001,146,TV-Y7,English,UK,6.3,14288760,3455247,,,TRUE,08-07-2021,FALSE
movie_0814,Adventure Legend,TV Series,Adventure,,2004,62,TV-Y7,Korean,USA,6.3,,,11,13,FALSE,04-03-2022,FALSE
movie_0815,Story Battle,Stand-up Comedy,Thriller,,2012,50,TV-PG,Italian,USA,,,,,,FALSE,09-08-2021,FALSE
movie_0816,Legend Empire,Stand-up Comedy,Western,,2010,55,PG-13,Japanese,South Korea,7,,,,,FALSE,07-06-2022,FALSE
movie_0817,Story Legend,Stand-up Comedy,Drama,Mystery,2006,47,TV-G,Hindi,USA,,,,,,TRUE,11-09-2021,FALSE
movie_0818,Our King,Documentary,History,Biography,1997,71,PG,English,South Korea,6.6,,,,,TRUE,12-09-2021,TRUE
movie_0819,Night House,Movie,Horror,,2019,78,NC-17,English,USA,0.6,,,,,FALSE,15-10-2024,TRUE
movie_0820,Fire Phoenix,TV Series,Fantasy,,1993,53,TV-Y,French,UK,,,,12,178,FALSE,02-12-2020,FALSE
movie_0821,Hero King,Movie,Sci-Fi,,2011,109,NC-17,Spanish,USA,4,821340,,,,FALSE,20-12-2023,FALSE
movie_0822,Family Mystery,TV Series,War,Family,2002,47,TV-PG,English,USA,6.8,,,9,91,FALSE,19-02-2021,FALSE
movie_0823,Adventure Ice,Movie,Comedy,,1992,87,TV-PG,English,UK,,527595,,,,FALSE,15-01-2022,FALSE
movie_0824,War Queen,Movie,Comedy,,1998,136,PG-13,English,Japan,6.3,14508562,7872086,,,FALSE,22-03-2021,FALSE
movie_0825,Warrior Story,Movie,Romance,,2008,131,TV-Y7,Spanish,USA,,2565082,6970808,,,TRUE,28-09-2020,FALSE
movie_0826,Dark Adventure,Stand-up Comedy,Adventure,,2014,53,TV-Y,English,USA,5,,,,,TRUE,13-04-2023,FALSE
movie_0827,Mystery House,Movie,Family,Biography,2021,139,R,Hindi,USA,,,2642562,,,TRUE,22-10-2024,FALSE
movie_0828,My Fire,Movie,Sport,Adventure,2010,92,PG-13,English,Canada,7.1,6655248,12028987,,,FALSE,27-08-2024,FALSE
movie_0829,A Dream,Movie,Sci-Fi,Comedy,2017,149,PG-13,English,USA,6.9,24683583,12557644,,,TRUE,14-07-2022,FALSE
movie_0830,Storm Mystery,Movie,Comedy,,2019,144,TV-MA,French,USA,10,29920808,476337,,,FALSE,25-09-2023,FALSE
